Moss Arts Center 1, 37.231453320631964, -80.41770051972695
Pearson Hall East, 37.23104756139723, -80.41914354842356
Henderson Hall, 37.23054996947035, -80.41710238752898
McBryde Hall, 37.23089061050867, -80.42159184068439
Squires Student Center, 37.22994854279705, -80.41842547622738
Sunridge 1, 37.24467644238263, -80.42848176820400
Sunridge 2, 37.245069730222575, -80.42918373209343
7-Eleven, 37.242423607863095, -80.42821952953047
